DOI,Title,URL,Author,Year
10.1016/j.ecoinf.2024.102518,Mapping the potential distribution of Asian elephants: Implications for conservation and human–elephant conflict mitigation in South and Southeast Asia,https://www.sciencedirect.com/science/article/pii/S1574954124000608,Haixia Xu and Luguang Jiang and Ye Liu,2024
10.1016/j.ecoinf.2022.101609,A scalable deep learning system for monitoring and forecasting pollutant concentration levels on UK highways,https://www.sciencedirect.com/science/article/pii/S1574954122000589,Taofeek D. Akinosho and Lukumon O. Oyedele and Muhammad Bilal and Ari Y. Barrera-Animas and Abdul-Quayyum Gbadamosi and Oladimeji A. Olawale,2022
10.1016/j.ecoinf.2022.101733,"Citrus orchard mapping in Juybar, Iran: Analysis of NDVI time series and feature fusion of multi-source satellite imageries",https://www.sciencedirect.com/science/article/pii/S1574954122001832,Ahmad Toosi and Farzaneh Dadrass Javan and Farhad Samadzadegan and Soroosh Mehravar and Alishir Kurban and Hossein Azadi,2022
10.1016/j.ecoinf.2021.101456,Dynamic β-VAEs for quantifying biodiversity by clustering optically recorded insect signals,https://www.sciencedirect.com/science/article/pii/S1574954121002478,Klas Rydhmer and Raghavendra Selvan,2021
10.1016/j.ecoinf.2024.102622,Rice leaf chlorophyll content estimation with different crop coverages based on Sentinel-2,https://www.sciencedirect.com/science/article/pii/S157495412400164X,Lushi Liu and Yichen Xie and Bingxue Zhu and Kaishan Song,2024
10.1016/j.ecoinf.2024.102651,UAV equipped with infrared imaging for Cervidae monitoring: Improving detection accuracy by eliminating background information interference,https://www.sciencedirect.com/science/article/pii/S1574954124001936,Guangkai Ma and Wenjiao Li and Heng Bao and Nathan James Roberts and Yang Li and Weihua Zhang and Kun Yang and Guangshun Jiang,2024
10.1016/j.ecoinf.2024.102462,Sub-alpine shrub classification using UAV images: Performance of human observers vs DL classifiers,https://www.sciencedirect.com/science/article/pii/S1574954124000049,Koma Moritake and Mariano Cabezas and Tran Thi Cam Nhung and Maximo Larry {Lopez Caceres} and Yago Diez,2024
10.1016/j.ecoinf.2022.101721,Uncertainty and ignored information in the analysis of bat ultrasound: Bayesian approximation to the rescue,https://www.sciencedirect.com/science/article/pii/S1574954122001716,Tore Christian Michaelsen and Jens Rydell and Rasmus Bååth and Knut Helge Jensen,2022
10.1016/j.ecoinf.2023.102405,Water contamination analysis in IoT enabled aquaculture using deep learning based AODEGRU,https://www.sciencedirect.com/science/article/pii/S157495412300434X,Peda Gopi Arepalli and K. Jairam Naik,2024
10.1016/j.ecoinf.2024.102668,Quantifying and mitigating recorder-induced variability in ecological acoustic indices,https://www.sciencedirect.com/science/article/pii/S1574954124002103,David Luna-Naranjo and Juan D. Martinez-Vargas and Camilo Sánchez-Giraldo and Juan M. Daza and José D. López,2024
10.1016/j.ecoinf.2024.102571,Evaluation of the role of urban domestic wastewater treatment systems for greenhouse gases emissions in China,https://www.sciencedirect.com/science/article/pii/S1574954124001134,Tianxiang Wang and Zixiong Wang and Tianzi Wang and Ma Shumin and Suduan Hu and Shanjun Gao and Li Ye and Cui Runfa and George Arhonditsis,2024
10.1016/j.ecoinf.2024.102607,"A novel space–spectrum array tile probability random-forest model enhances LULC mapping accuracy on Google Earth Engine: An experiment in Ordos, China",https://www.sciencedirect.com/science/article/pii/S1574954124001493,Fuchen Guo and Liangxin Fan and Chengkang Zhang and Sha Xue,2024
10.1016/j.ecoinf.2024.102676,Enhancing endangered species monitoring by lowering data entry requirements with imputation techniques as a preprocessing step for the footprint identification technology (FIT),https://www.sciencedirect.com/science/article/pii/S1574954124002188,Frederick Kistner and Justus Tulowietzki and Larissa Slaney and Sky Alibhai and Zoe Jewell and Burim Ramosaj and Markus Pauly,2024
10.1016/j.ecoinf.2024.102486,Faster inference from state space models via GPU computing,https://www.sciencedirect.com/science/article/pii/S1574954124000281,Calliste Fagard-Jenkin and Len Thomas,2024
10.1016/j.ecoinf.2023.102394,Evaluation of digital soil mapping projection in soil organic carbon change modeling,https://www.sciencedirect.com/science/article/pii/S1574954123004235,Tao Zhang and Lai-Ming Huang and Ren-Min Yang,2024
10.1016/j.ecoinf.2023.102200,Segmentation of individual mangrove trees using UAV-based LiDAR data,https://www.sciencedirect.com/science/article/pii/S1574954123002297,Haotian You and Yao Liu and Peng Lei and Zhigang Qin and Qixu You,2023
10.1016/j.ecoinf.2021.101496,Using a single-board computer as a low-cost instrument for SPAD value estimation through colour images and chlorophyll-related spectral indices,https://www.sciencedirect.com/science/article/pii/S1574954121002879,Kateřina Křížová and Jan Kadeřábek and Václav Novák and Rostislav Linda and Gabriela Kurešová and Petr Šařec,2022
10.1016/j.ecoinf.2024.102541,WildARe-YOLO: A lightweight and efficient wild animal recognition model,https://www.sciencedirect.com/science/article/pii/S1574954124000839,Sibusiso Reuben Bakana and Yongfei Zhang and Bhekisipho Twala,2024
10.1016/j.ecoinf.2023.102342,Dynamics of pesticides in surface water bodies by applying data mining to spatiotemporal big data. A case study for the Puglia Region,https://www.sciencedirect.com/science/article/pii/S1574954123003710,Carmine Massarelli and Claudia Campanale and Mariangela Triozzi and Vito Felice Uricchio,2023
10.1016/j.ecoinf.2023.102043,An integrated system for the acoustic monitoring of goat farms,https://www.sciencedirect.com/science/article/pii/S1574954123000729,Stavros Ntalampiras and Luca A. Ludovico and Giorgio Presti and Mael Vittorio Vena and Davide Fantini and Tyfenn Ogel and Stefania Celozzi and Monica Battini and Silvana Mattiello,2023
10.1016/j.ecoinf.2024.102679,Will artificial intelligence revolutionize aerial surveys? A first large-scale semi-automated survey of African wildlife using oblique imagery and deep learning,https://www.sciencedirect.com/science/article/pii/S1574954124002218,Alexandre Delplanque and Julie Linchant and Xavier Vincke and Richard Lamprey and Jérôme Théau and Cédric Vermeulen and Samuel Foucher and Amara Ouattara and Roger Kouadio and Philippe Lejeune,2024
10.1016/j.ecoinf.2024.102731,Spatiotemporal analysis of landscape dynamics and their use as input for the design of a habitat suitability index: A case study of Oryctolagus cuniculus in a Mediterranean region,https://www.sciencedirect.com/science/article/pii/S1574954124002735,Daniel Jato-Espino and Sophie Lierow,2024
10.1016/j.ecoinf.2024.102691,Improving real-time apple fruit detection: Multi-modal data and depth fusion with non-targeted background removal,https://www.sciencedirect.com/science/article/pii/S1574954124002334,Shaghaf Kaukab and  Komal and Bhupendra M Ghodki and Hena Ray and Yogesh B. Kalnar and Kairam Narsaiah and Jaskaran S. Brar,2024
10.1016/j.ecoinf.2024.102594,"Tradeoffs among multi-source remote sensing images, spatial resolution, and accuracy for the classification of wetland plant species and surface objects based on the MRS_DeepLabV3+ model",https://www.sciencedirect.com/science/article/pii/S1574954124001365,Zizhen Chen and Jianjun Chen and Yuemin Yue and Yanping Lan and Ming Ling and Xinhong Li and Haotian You and Xiaowen Han and Guoqing Zhou,2024
10.1016/j.ecoinf.2024.102605,Response of spectral vegetation indices to Erannis jacobsoni Djak. damage in larch forests,https://www.sciencedirect.com/science/article/pii/S157495412400147X,Siyuan Zhang and Xiaojun Huang and Lei Ma and Ganbat Dashzevegd and Mungunkhuyag Ariunaa and Gang Bao and Siqin Tong and Yuhai Bao and Altanchimeg Dorjsuren and Davaadorj Enkhnasan,2024
10.1016/j.ecoinf.2024.102497,"Mapping of nearshore bathymetry using Gaofen-6 images for the Yellow River Delta-Laizhou Bay, China",https://www.sciencedirect.com/science/article/pii/S1574954124000396,Kun Tan and Minxuan Sun and Danfeng Sun and Xiaojie Liu and Xiaohuang Liu and Bin Wang and Wenjun Dou and Haiyan Zhang and Fei Lun,2024
10.1016/j.ecoinf.2024.102606,Automatic identification of Collembola with deep learning techniques,https://www.sciencedirect.com/science/article/pii/S1574954124001481,Théo Oriol and Jérôme Pasquet and Jérôme Cortet,2024
10.1016/j.ecoinf.2022.101757,Skyline variations allow estimating distance to trees on landscape photos using semantic segmentation,https://www.sciencedirect.com/science/article/pii/S1574954122002072,Laura Martinez-Sanchez and Daniele Borio and Raphaël d'Andrimont and Marijn {van der Velde},2022
10.1016/j.ecoinf.2024.102566,Three decades of spatiotemporal dynamics in forest biomass density in the Qinba Mountains,https://www.sciencedirect.com/science/article/pii/S1574954124001080,Jiahui Chang and Chang Huang,2024
10.1016/j.ecoinf.2023.102452,Maximum energy entropy: A novel signal preprocessing approach for data-driven monthly streamflow forecasting,https://www.sciencedirect.com/science/article/pii/S1574954123004818,Alireza B. Dariane and Mohammad Reza {M. Behbahani},2024
10.1016/j.ecoinf.2022.101861,Automated signal recognition as a useful tool for monitoring little-studied species: The case of the Band-tailed Nighthawk,https://www.sciencedirect.com/science/article/pii/S1574954122003119,Cristian Pérez-Granados and Karl-L. Schuchmann,2022
10.1016/j.ecoinf.2024.102725,Reconstruction of dense time series high spatial resolution NDVI data using a spatiotemporal optimal weighted combination estimation model based on Sentinel-2 and MODIS,https://www.sciencedirect.com/science/article/pii/S157495412400267X,Kun Zhang and Changming Zhu and Junli Li and Kuntao Shi and Xin Zhang,2024
10.1016/j.ecoinf.2024.102714,Hierarchical-modular framework for habitat mapping through systematic and informed integration of remote sensing data with contextual information,https://www.sciencedirect.com/science/article/pii/S1574954124002565,Suvarna M. Punalekar and Clive Hurford and Richard M. Lucas and Carole Planque and Sebastien Chognard,2024
10.1016/j.ecoinf.2024.102690,"Construction of regional multi-scenario spatially balanced ecological security pattern based on self-organizing feature map: A case study of Guangzhou, China",https://www.sciencedirect.com/science/article/pii/S1574954124002322,Yin Hou and Yiming Liu and Zijing Wu and Hui Zeng,2024
10.1016/j.ecoinf.2024.102460,A novel and dynamic land use/cover change research framework based on an improved PLUS model and a fuzzy multiobjective programming model,https://www.sciencedirect.com/science/article/pii/S1574954124000025,Xianghui Xu and Weijiang Kong and Ligang Wang and Tengji Wang and Pingping Luo and Jianjun Cui,2024
10.1016/j.ecoinf.2023.102384,A deep learning-based pipeline for whitefly pest abundance estimation on chromotropic sticky traps,https://www.sciencedirect.com/science/article/pii/S1574954123004132,Luca Ciampi and Valeria Zeni and Luca Incrocci and Angelo Canale and Giovanni Benelli and Fabrizio Falchi and Giuseppe Amato and Stefano Chessa,2023
10.1016/j.ecoinf.2020.101061,Cross-site learning in deep learning RGB tree crown detection,https://www.sciencedirect.com/science/article/pii/S157495412030011X,Ben G. Weinstein and Sergio Marconi and Stephanie A. Bohlman and Alina Zare and Ethan P. White,2020
10.1016/j.ecoinf.2024.102686,"Coupled zoning and spatial heterogeneity of human activities and natural endowments based on self-organizing map and random forest: A case study of the agro-pastoral ecotone in Gansu, China",https://www.sciencedirect.com/science/article/pii/S1574954124002280,Jie Li and Ninghui Pan and Yao Yao and Guang Li and Zhiyuan Cheng and Yanhua Lu and Shuainan Liu and Wenming Liu,2024
10.1016/j.ecoinf.2024.102620,Spatiotemporal variation and prediction of NPP in Beijing-Tianjin-Hebei region by coupling PLUS and CASA models,https://www.sciencedirect.com/science/article/pii/S1574954124001626,Junping Zhang and Jia Wang and Yuhan Chen and Shaodong Huang and Boyi Liang,2024
10.1016/j.ecoinf.2022.101803,Transferable species distribution modelling: Comparative performance of Generalised Functional Response models,https://www.sciencedirect.com/science/article/pii/S1574954122002539,Shaykhah Aldossari and Dirk Husmeier and Jason Matthiopoulos,2022
10.1016/j.ecoinf.2024.102729,An ensemble modeling framework to elucidate the regulatory factors of chlorophyll-a concentrations in the Nanji wetland waters of Poyang Lake,https://www.sciencedirect.com/science/article/pii/S1574954124002711,Lizhen Liu and Qi Huang and Yongming Wu and George Arhonditsis and Tianxiang Wang and Yun Cao and Chaoyang Fang,2024
10.1016/j.ecoinf.2020.101115,An open-source database model and collections management system for fish scale and otolith archives,https://www.sciencedirect.com/science/article/pii/S1574954120300650,Elizabeth Tray and Adam Leadbetter and Will Meaney and Andrew Conway and Caoimhín Kelly and Niall Ó Maoiléidigh and Elvira {de Eyto} and Siobhan Moran and Deirdre Brophy,2020
10.1016/j.ecoinf.2023.102436,Applying 3D spatial metrics for landscape planning: Creating and measuring landscape scenarios by a point cloud-based approach,https://www.sciencedirect.com/science/article/pii/S157495412300465X,Jinda Qi and Ervine Shengwei Lin and Puay Yok Tan and Xudong Zhang and Roger Ho and Angelia Sia and Agnieszka Olszewska-Guizzo and Radha Waykool,2024
10.1016/j.ecoinf.2023.101981,The sound of the illegal: Applying bioacoustics for long-term monitoring of illegal cattle in protected areas,https://www.sciencedirect.com/science/article/pii/S1574954123000109,Cristian Pérez-Granados and Karl-L. Schuchmann,2023
10.1016/j.ecoinf.2024.102507,A model for forest type identification and forest regeneration monitoring based on deep learning and hyperspectral imagery,https://www.sciencedirect.com/science/article/pii/S1574954124000499,Feng-Cheng Lin and Yi-Shiang Shiu and Pei-Jung Wang and Uen-Hao Wang and Jhe-Syuan Lai and Yung-Chung Chuang,2024
10.1016/j.ecoinf.2024.102580,Monitoring vegetation patterns and their drivers to infer resilience: Automated detection of vegetation and megaherbivores from drone imagery using deep learning,https://www.sciencedirect.com/science/article/pii/S1574954124001225,Rebecca K. James and Freek Daniels and Aneesh Chauhan and Pramaditya Wicaksono and Muhammad Hafizt and Setiawan Djody Harahap and Marjolijn J.A. Christianen,2024
10.1016/j.ecoinf.2024.102467,Marine zoobenthos recognition algorithm based on improved lightweight YOLOv5,https://www.sciencedirect.com/science/article/pii/S1574954124000098,Lijun Zhang and Jiawen Fan and Yi Qiu and Zhe Jiang and Qingsong Hu and Bowen Xing and Jingxiang Xu,2024
10.1016/j.ecoinf.2024.102576,Application of the domain adaptation method using a phenological classification framework for the land-cover classification of North Korea,https://www.sciencedirect.com/science/article/pii/S1574954124001183,Joon Kim and Hyun-Woo Jo and Whijin Kim and Yujeong Jeong and Eunbeen Park and Sujong Lee and Moonil Kim and Woo-Kyun Lee,2024
10.1016/j.ecoinf.2023.102401,YWnet: A convolutional block attention-based fusion deep learning method for complex underwater small target detection,https://www.sciencedirect.com/science/article/pii/S1574954123004302,Pingzhu Liu and Wenbin Qian and Yinglong Wang,2024
10.1016/j.ecoinf.2023.102304,Remote sensing delineation of wildfire spatial extents and post-fire recovery along a semi-arid climate gradient,https://www.sciencedirect.com/science/article/pii/S1574954123003333,Wenjie Liu and Huade Guan and Patrick A. Hesp and Okke Batelaan,2023
10.1016/j.ecoinf.2023.102397,Software-dependent biases in the recognition of di- and tri-syllabic bird songs can create false interpretations of bird abundance and singing activity,https://www.sciencedirect.com/science/article/pii/S1574954123004260,Madalen Goitia-Urdiain and Teresa Sauras-Yera and Gustavo A. Llorente and Eudald Pujol-Buxó,2024
10.1016/j.ecoinf.2023.102127,An integrated species distribution modelling framework for heterogeneous biodiversity data,https://www.sciencedirect.com/science/article/pii/S1574954123001565,Martin Jung,2023
10.1016/j.ecoinf.2024.102546,Weed database development: An updated survey of public weed datasets and cross-season weed detection adaptation,https://www.sciencedirect.com/science/article/pii/S1574954124000888,Boyang Deng and Yuzhen Lu and Jiajun Xu,2024
10.1016/j.ecoinf.2023.102252,"Development of a computationally efficient floodplain ecological response model for large-scale, data-sparse riparian environments",https://www.sciencedirect.com/science/article/pii/S1574954123002819,J. Teng and B. Croke and D. Tan and T. Iwanaga and A.J. Jakeman and C. Pollino and D. Stratford and J. Vaze and W. Dawes and P. Bridgeman and A. Sengupta,2023
10.1016/j.ecoinf.2024.102534,Vulnerability of lowland and upland orchids in their spatially response to climate change and land cover change,https://www.sciencedirect.com/science/article/pii/S1574954124000761,Angga Yudaputra and Esti Munawaroh and Didi Usmadi and Danang Wahyu Purnomo and Inggit Puji Astuti and Dwi Murti Puspitaningtyas and Tri Handayani and R. Vitri Garvita and Popi Aprilianti and Hary Wawangningrum and Elga Renjana and Elizabeth Handini and Melisnawati H. Angio and Elok Rifqi Firdiana and Joko Ridho Witono and Lina Susanti Juswara and Izu Andry Fijridiyanto and Siti Roosita Ariati and  Yuzammi and Sudarmono Sudarmono and Irvan Fadli Wanda and Aninda Retno Utami Wibowo and Richa Kusuma Wati and Prima Wahyu Kusuma Hutabarat and Puguh Dwi Raharjo and Saniyatun {Mar'atus Solihah} and Reza Saputra and Wendell P. Cropper,2024
10.1016/j.ecoinf.2023.102361,Image patch-based deep learning approach for crop and weed recognition,https://www.sciencedirect.com/science/article/pii/S1574954123003904,A S M Mahmudul Hasan and Dean Diepeveen and Hamid Laga and Michael G.K. Jones and Ferdous Sohel,2023
10.1016/j.ecoinf.2024.102631,MuLA-GAN: Multi-Level Attention GAN for Enhanced Underwater Visibility 11⁎First two authors has equal contribution⋆github code link:https://github.com/AhsanBaidar/MuLAGAN.git ORCID (s): 0000–0002–9079-0960 (A.B. Bakht); 0000–0001–9789-8483 (Z. Jia); 0000–0001–6214-1077 (M.U. Din); 0000–0002–7401-5120 (W. Akram); 0000–0003–4445-3135 (L.S. Saoud); 0000–0001–6405-8402 (L. Seneviratne); 0000–0001–6432-5187 (S. He); 0000–0003–2759-0306 (I. Hussain),https://www.sciencedirect.com/science/article/pii/S1574954124001730,Ahsan B. Bakht and Zikai Jia and Muhayy Ud Din and Waseem Akram and Lyes Saad Saoud and Lakmal Seneviratne and Defu Lin and Shaoming He and Irfan Hussain,2024
10.1016/j.ecoinf.2023.102398,An automated approach for human-animal conflict minimisation in Assam and protection of wildlife around the Kaziranga National Park using YOLO and SENet Attention Framework,https://www.sciencedirect.com/science/article/pii/S1574954123004272,Bijuphukan Bhagabati and Kandarpa Kumar Sarma and Kanak Chandra Bora,2024
10.1016/j.ecoinf.2022.101817,Environmentally adaptive fish or no-fish classification for river video fish counters using high-performance desktop and embedded hardware,https://www.sciencedirect.com/science/article/pii/S1574954122002679,Jürgen Soom and Vishwajeet Pattanaik and Mairo Leier and Jeffrey A. Tuhtan,2022
10.1016/j.ecoinf.2021.101534,SILIC: A cross database framework for automatically extracting robust biodiversity information from soundscape recordings based on object detection and a tiny training dataset,https://www.sciencedirect.com/science/article/pii/S1574954121003253,Shih-Hung Wu and Hsueh-Wen Chang and Ruey-Shing Lin and Mao-Ning Tuanmu,2022
10.1016/j.ecoinf.2023.102450,Automatic detection of stereotypical behaviors of captive wild animals based on surveillance videos of zoos and animal reserves,https://www.sciencedirect.com/science/article/pii/S157495412300479X,Zixuan Yin and Yaqin Zhao and Zhihao Xu and Qiuping Yu,2024
10.1016/j.ecoinf.2024.102618,An ensemble of deep learning architectures for accurate plant disease classification,https://www.sciencedirect.com/science/article/pii/S1574954124001602,Ali Hussein Ali and Ayman Youssef and Mahmoud Abdelal and Muhammad Adil Raja,2024
10.1016/j.ecoinf.2024.102578,"A versatile, semi-automated image analysis workflow for time-lapse camera trap image classification",https://www.sciencedirect.com/science/article/pii/S1574954124001201,Gerardo Celis and Peter Ungar and Aleksandr Sokolov and Natalia Sokolova and Hanna Böhner and Desheng Liu and Olivier Gilg and Ivan Fufachev and Olga Pokrovskaya and Rolf Anker Ims and Wenbo Zhou and Dan Morris and Dorothee Ehrich,2024
10.1016/j.ecoinf.2024.102517,Automatic bioacoustics noise reduction method based on a deep feature loss network,https://www.sciencedirect.com/science/article/pii/S1574954124000591,Chengyun Zhang and Kaiying He and Xinghui Gao and Yingying Guo,2024
10.1016/j.ecoinf.2024.102562,Bacterial community characterization by deep learning aided image analysis in soil chips,https://www.sciencedirect.com/science/article/pii/S1574954124001043,Hanbang Zou and Alexandros Sopasakis and François Maillard and Erik Karlsson and Julia Duljas and Simon Silwer and Pelle Ohlsson and Edith C. Hammer,2024
10.1016/j.ecoinf.2021.101384,An Open Science approach to infer fishing activity pressure on stocks and biodiversity from vessel tracking data,https://www.sciencedirect.com/science/article/pii/S1574954121001758,Gianpaolo Coro and Anton Ellenbroek and Pasquale Pagano,2021
10.1016/j.ecoinf.2024.102519,"Optimizing the ecological source area identification method and building ecological corridor using a genetic algorithm: A case study in Weihe River Basin, NW China",https://www.sciencedirect.com/science/article/pii/S157495412400061X,Xueting Wu and Jinghu Pan and Xiuwei Zhu,2024
10.1016/j.ecoinf.2024.102548,MobileNet-GRU fusion for optimizing diagnosis of yellow vein mosaic virus,https://www.sciencedirect.com/science/article/pii/S1574954124000906,Tisha Chawla and Shubh Mittal and Hiteshwar Kumar Azad,2024
10.1016/j.ecoinf.2021.101268,The Peruvian Amazon forestry dataset: A leaf image classification corpus,https://www.sciencedirect.com/science/article/pii/S1574954121000595,Gerson Vizcarra and Danitza Bermejo and Antoni Mauricio and Ricardo {Zarate Gomez} and Erwin Dianderas,2021
10.1016/j.ecoinf.2023.102133,Machine learning models to predict daily actual evapotranspiration of citrus orchards under regulated deficit irrigation,https://www.sciencedirect.com/science/article/pii/S1574954123001620,Antonino Pagano and Federico Amato and Matteo Ippolito and Dario {De Caro} and Daniele Croce and Antonio Motisi and Giuseppe Provenzano and Ilenia Tinnirello,2023
10.1016/j.ecoinf.2024.102613,Reference architecture design for developing data management systems in smart farming,https://www.sciencedirect.com/science/article/pii/S1574954124001559,Ngakan Nyoman Kutha Krisnawijaya and Bedir Tekinerdogan and Cagatay Catal and Rik {van der Tol},2024
10.1016/j.ecoinf.2024.102601,Enhancing wildfire mapping accuracy using mono-temporal Sentinel-2 data: A novel approach through qualitative and quantitative feature selection with explainable AI,https://www.sciencedirect.com/science/article/pii/S1574954124001432,Linh Nguyen Van and Vinh Ngoc Tran and Giang V. Nguyen and Minho Yeon and May Thi-Tuyet Do and Giha Lee,2024
10.1016/j.ecoinf.2024.102670,A ridge-based detection algorithm with filament overlap identification for 2D mycelium network analysis,https://www.sciencedirect.com/science/article/pii/S1574954124002127,Oscar Sten and Emanuela {Del Dottore} and Nicola Pugno and Barbara Mazzolai,2024
10.1016/j.ecoinf.2024.102698,Synthetic data for reef modelling,https://www.sciencedirect.com/science/article/pii/S1574954124002401,Rose Crocker and Barbara J. Robson and Chinenye Ani and Ken Anthony and Takuya Iwanaga,2024
10.1016/j.ecoinf.2023.102444,Bioclimatic similarity between species locations and their environment revealed by dimensionality reduction analysis,https://www.sciencedirect.com/science/article/pii/S1574954123004739,J. Lopez-Collado and J. Jacinto-Padilla and O. Rodríguez-Aguilar and J.V. Hidalgo-Contreras,2024
10.1016/j.ecoinf.2024.102637,SIAlex: Species identification and monitoring based on bird sound features,https://www.sciencedirect.com/science/article/pii/S1574954124001791,Lin Duan and Lidong Yang and Yong Guo,2024
10.1016/j.ecoinf.2024.102677,"Association between multilevel landscape characteristics and rural sustainability: A case study of the water-net region in the Yangtze River Delta, China",https://www.sciencedirect.com/science/article/pii/S157495412400219X,Chengyu Meng and Yimei Chen and Jiexin Yang and Xinyi Su and Wei Guo and Kaili Zhang,2024
10.1016/j.ecoinf.2024.102706,From simple linear regression to machine learning methods: Canopy cover modelling of a young forest using planet data,https://www.sciencedirect.com/science/article/pii/S1574954124002486,Arun Gyawali and Hari Adhikari and Mika Aalto and Tapio Ranta,2024
10.1016/j.ecoinf.2024.102734,Active few-shot learning for rare bioacoustic feature annotation,https://www.sciencedirect.com/science/article/pii/S1574954124002760,Ben McEwen and Kaspar Soltero and Stefanie Gutschmidt and Andrew Bainbridge-Smith and James Atlas and Richard Green,2024
10.1016/j.ecoinf.2023.102392,"Classifying forest cover and mapping forest fire susceptibility in Dak Nong province, Vietnam utilizing remote sensing and machine learning",https://www.sciencedirect.com/science/article/pii/S1574954123004211,Van The Pham and Tuyet Anh Thi Do and Hau Duc Tran and Anh Ngoc Thi Do,2024
10.1016/j.ecoinf.2024.102597,Tracking changes in chlorophyll-a concentration and turbidity in Nansi Lake using Sentinel-2 imagery: A novel machine learning approach,https://www.sciencedirect.com/science/article/pii/S1574954124001390,Jiawei Zhang and Fei Meng and Pingjie Fu and Tingting Jing and Jie Xu and Xinyue Yang,2024
10.1016/j.ecoinf.2024.102666,Evaluation of five atmospheric correction algorithms for multispectral remote sensing data over plateau lake,https://www.sciencedirect.com/science/article/pii/S1574954124002085,Dong Wang and Bo-Hui Tang and Zhao-Liang Li,2024
10.1016/j.ecoinf.2023.102250,Classification of birdsong spectrograms based on DR-ACGAN and dynamic convolution,https://www.sciencedirect.com/science/article/pii/S1574954123002790,Yixing Fu and Chunjiang Yu and Yan Zhang and Danjv Lv and Yue Yin and Jing Lu and Dan Lv,2023
10.1016/j.ecoinf.2024.102639,Computational modeling of animal behavior in T-mazes: Insights from machine learning,https://www.sciencedirect.com/science/article/pii/S157495412400181X,Ali Turab and Wutiphol Sintunavarat and Farhan Ullah and Shujaat Ali Zaidi and Andrés Montoyo and Josué-Antonio Nescolarde-Selva,2024
10.1016/j.ecoinf.2024.102733,Trajectory-based fish event classification through pre-training with diffusion models,https://www.sciencedirect.com/science/article/pii/S1574954124002759,Noemi Canovi and Benjamin A. Ellis and Tonje K. Sørdalen and Vaneeda Allken and Kim T. Halvorsen and Ketil Malde and Cigdem Beyan,2024
10.1016/j.ecoinf.2024.102628,"Revealing forest structural ""fingerprints"": An integration of LiDAR and deep learning uncovers topographical influences on Central Amazon forests",https://www.sciencedirect.com/science/article/pii/S1574954124001705,Nathan Borges Gonçalves and Diogo Martins Rosa and Dalton Freitas {do Valle} and Marielle N. Smith and Ricardo Dalagnol and Danilo Roberti Alves {de Almeida} and Bruce W. Nelson and Scott C. Stark,2024
10.1016/j.ecoinf.2024.102680,Real-time underwater object detection technology for complex underwater environments based on deep learning,https://www.sciencedirect.com/science/article/pii/S157495412400222X,Hui Zhou and Meiwei Kong and Hexiang Yuan and Yanyan Pan and Xinru Wang and Rong Chen and Weiheng Lu and Ruizhi Wang and Qunhui Yang,2024
10.1016/j.ecoinf.2023.102433,An open-source cloud-based procedure for MODIS remote sensing products: The nasawebservicepython package,https://www.sciencedirect.com/science/article/pii/S1574954123004624,Alessandro Montaghi and Simone Bregaglio and Sofia Bajocco,2024
10.1016/j.ecoinf.2024.102612,Wildfire response of forest species from multispectral LiDAR data. A deep learning approach with synthetic data,https://www.sciencedirect.com/science/article/pii/S1574954124001547,Lino Comesaña-Cebral and Joaquín Martínez-Sánchez and Gabriel Suárez-Fernández and Pedro Arias,2024
10.1016/j.ecoinf.2024.102681,From meteorological to agricultural drought: Propagation time and influencing factors over diverse underlying surfaces based on CNN-LSTM model,https://www.sciencedirect.com/science/article/pii/S1574954124002231,Junchen Long and Changchun Xu and Yazhen Wang and Jing Zhang,2024
10.1016/j.ecoinf.2023.102429,Exploring the optimal model for assessing SOC and TN in Zanthoxylum bungeanum forest on the Loess Plateau using VNIR spectroscopy,https://www.sciencedirect.com/science/article/pii/S1574954123004582,Mengjia Hou and Zemin Ai and Xinghua Li and Xiaohu Dang and Yuyan Yao and Yi Deng and Tao Wang and Ting Li and Lie Xiao,2024
10.1016/j.ecoinf.2024.102705,Adaptive image processing embedding to make the ecological tasks of deep learning more robust on camera traps images,https://www.sciencedirect.com/science/article/pii/S1574954124002474,Zihe Yang and Ye Tian and Junguo Zhang,2024
10.1016/j.ecoinf.2023.102388,Membership inference attack for beluga whales discrimination,https://www.sciencedirect.com/science/article/pii/S157495412300417X,Voncarlos M. Araújo and Sébastien Gambs and Robert Michaud and Hadrien Lautraite and Léo Schneider and Clément Chion,2024
10.1016/j.ecoinf.2023.102445,YOLO_MRC: A fast and lightweight model for real-time detection and individual counting of Tephritidae pests,https://www.sciencedirect.com/science/article/pii/S1574954123004740,Min Wei and Wei Zhan,2024
10.1016/j.ecoinf.2024.102463,A neural network encoder-decoder for time series prediction: Application on 137Cs particulate concentrations in nuclearized rivers,https://www.sciencedirect.com/science/article/pii/S1574954124000050,Kathleen Pelé and Valérie Nicoulaud-Gouin and Hugo Lepage,2024
10.1016/j.ecoinf.2023.102215,Tree trunk detection in urban scenes using a multiscale attention-based deep learning method,https://www.sciencedirect.com/science/article/pii/S1574954123002443,Rao Li and GuoDong Sun and Sheng Wang and TianZhuzi Tan and Fu Xu,2023
